label,cat_3,value,cat_6,num_date_review,location_id,cat_8,cat_10,cat_11,com_type,cat_12,unknown_var_7,unknown_var_8,unknown_var_9,unknown_var_13,unknown_var_17,social_friend_count,delta_time,delta_date,age
1,,,,,,,,,,,14.0,,14.0,,,9.0,,,
1,,,,,,,,,,,,,,,2177.0,,,,
0,,,,,,,,,,,9.0,2.846049894,0.9,,,,,,
0,,,,,,,,,,,0.0,,0.0,,,0.0,,,
0,,,,,,,,,,,,,,,-26.0,,,,
0,L,4473000.0,L,28.0,L,M,L,L,L,M1,14.0,5.303300859,3.875,0.6,714.0,0.0,0.005,972.0,39.0
0,L,4480000.0,L,21.0,L,L,L,L,L,L,,,,0.6,,,13.841,1211.0,36.0
0,,,,,,,,,,,1.0,0.447213595,0.2,,,,,,
1,,,,,,,,,,,14.0,5.215361924,7.2,,,,,,
0,M,4350000.0,L,12.0,L,L,M,L,M,L,31.0,12.02081528,22.5,0.52,,0.0,0.002,1266.0,39.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,13.0,4.84522347,2.142857143,,702.0,,,,
0,L,4472600.0,L,8.0,L,M,L,L,L,L,85.0,58.68986284,43.5,0.6,,,0.118,1583.0,31.0
0,,,,,,,,,,,67.0,18.26604368,7.428571429,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,233.0,,,
0,S1,4696000.0,L,1.0,L,L,L,L,L,M1,28.0,36.55133376,-2.0,0.69,,0.0,21.757,1774.0,28.0
1,L,596000.0,L,12.0,L,L,L,M,L,L,1.0,0.707106781,0.5,0.0,1443.0,,0.033,1449.0,45.0
0,,,,,,,,,,,,,,,,0.0,,,
1,M,1210000.0,L,11.0,L,L,L,M,L,L,0.0,65.05382387,-46.0,0.08,,,0.0,1514.0,39.0
1,,,,,,,,,,,0.0,,0.0,,,,,,
0,,,,,,,,,,,,,,,-12.0,644.0,,,
1,,,,,,,,,,,,,,,,39.0,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,0.0,,0.0,,1801.0,,,,
0,L,4155200.0,L,2.0,L,L,M1,L,S1,L,60.0,28.39600911,23.5,0.48,,,0.024,,33.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,2589.0,,,
0,,,,,,,,,,,,,,,347.0,,,,
0,L,3371473.0,L,0.0,L,L,L,L,L,L,3.0,6.25299928,-1.5,0.33,3269.0,,0.0,,30.0
0,,,,,,,,,,,,,,,,,,,
1,L,5000000.0,L,25.0,L,L,M,L,M,L,,,,0.77,2531.0,,0.0,,29.0
1,,,,,,,,,,,0.0,0.0,0.0,,,,,,
0,,,,,,,,,,,14.0,4.335896678,8.0,,,,,,
1,,,,,,,,,,,1.0,91.00366293,-45.5,,,,,,
0,L,3522600.0,L,6.0,L,L,M,L,M,L,,,,0.35,729.0,,8.226,1532.0,28.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,30.0,,30.0,,,,,,
1,,,,,,,,,,,,,,,,,,,
0,L,834000.0,L,0.0,L,L,M,M,M,M1,0.0,,0.0,0.01,701.0,,30.51,1838.0,27.0
0,,,,,,,,,,,26.0,15.89860967,-0.35,,,,,,
0,,,,,,,,,,,0.0,,0.0,,,901.0,,,
0,,,,,,,,,,,11.0,3.183059555,1.857142857,,,,,,
0,,,,,,,,,,,43.0,24.82606158,14.33333333,,1447.0,,,,
0,,,,,,,,,,,4.0,1.511857892,0.571428571,,,,,,
1,,,,,,,,,,,12.0,4.598136268,2.857142857,,,,,,
1,,,,,,,,,,,1.0,,1.0,,,4.0,,,
0,,,,,,,,,,,4.0,,4.0,,,,,,
0,L,4550000.0,L,4.0,L,S,L,L,L,L,32.0,9.712534856,23.66666667,0.62,,,7.274,1674.0,31.0
0,,,,,,,,,,,5.0,1.889822365,1.285714286,,,,,,
1,,,,,,,,,,,,,,,,0.0,,,
1,,,,,,,,,,,25.0,71.4177849,-25.5,,704.0,,,,
1,,,,,,,,,,,10.0,3.974921383,3.4,,355.0,657.0,,,
1,,,,,,,,,,,34.0,59.63220606,-16.0,,,,,,
1,,,,,,,,,,,14.0,1.414213562,13.0,,3280.0,,,,
1,L,4500000.0,L,0.0,L,M,L,L,L,M,19.0,6.400827152,3.705882353,0.62,343.0,,0.007,1816.0,39.0
1,,,,,,,,,,,10.0,56.9543677,-21.4,,,,,,
0,,,,,,,,,,,0.0,0.0,0.0,,3274.0,,,,
1,,,,,,,,,,,37.0,16.45195024,10.33333333,,,,,,
0,M,1390000.0,L,12.0,M1,M1,M,S1,M,M,,,,0.08,,,0.0,1418.0,25.0
1,L,973000.0,L,12.0,L,L,M,M,,L,,,,0.03,,,0.978,1486.0,27.0
0,,,,,,,,,,,,,,,,,,,
0,L,745000.0,L,0.0,L,L,M,M,S,L,3.0,1.303840481,0.8,0.0,,251.0,3.126,1847.0,29.0
0,S1,1043000.0,L,51.0,L,L,M,M,,L,20.0,18.4571576,,0.05,-26.0,732.0,0.001,273.0,49.0
1,,,,,,,,,,,22.0,,22.0,,,0.0,,,
1,,,,,,,,,,,55.0,14.31998271,5.476190476,,,,,,
1,,,,,,,,,,,13.0,44.74706694,-12.4,,,,,,
0,,,,,,,,,,,125.0,74.95331881,72.0,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,0.0,,0.0,,,7.0,,,
0,,,,,,,,,,,4.0,52.36835346,-16.0,,,,,,
0,,,,,,,,,,,24.0,15.23154621,-1.333333333,,,,,,
1,,,,,,,,,,,67.0,18.26604368,7.428571429,,,,,,
0,,,,,,,,,,,60.0,17.90682958,6.363636364,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,L,1490000.0,L,24.0,L,L,L,M,L,L,,,,0.12,,11.0,0.056,1111.0,34.0
1,,,,,,,,,,,38.0,,38.0,,356.0,,,,
0,,,,,,,,,,,0.0,,0.0,,,,,,
1,,,,,,,,,,,0.0,0.0,0.0,,2917.0,482.0,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,45.0,40.78670807,-3.0,,,,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,8.0,2.850438563,2.125,,707.0,,,,
0,,,,,,,,,,,10.0,3.974921383,5.4,,,131.0,,,
0,L,4510000.0,L,0.0,L,L,L,L,L,S1,,,,0.62,2917.0,,12.383,1804.0,29.0
0,,,,,,,,,,,11.0,58.68986284,-30.5,,,0.0,,,
0,,,,,,,,,,,,,,,,0.0,,,
1,,,,,,,,,,,,,,,-18.0,,,,
0,,,,,,,,,,,2.0,,2.0,,338.0,,,,
0,,,,,,,,,,,12.0,3.535533906,9.5,,,,,,
1,,,,,,,,,,,42.0,20.35517952,11.5,,,,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,10.0,3.77964473,1.428571429,,,,,,
0,L,3132000.0,L,38.0,L,L,L,M1,L,S1,,,,0.31,2544.0,,1.887,664.0,29.0
0,,,,,,,,,,,1.0,,1.0,,,,,,
0,L,3779000.0,L,60.0,L,L,L,M1,L,S1,,,,0.39,3629.0,,0.074,-8.0,31.0
0,,,,,,,,,,,4.0,11.3137085,-4.0,,2534.0,0.0,,,
0,,,,,,,,,,,44.0,107.847114,-26.5,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,4811.0,,,
0,L,10140000.0,L,7.0,L,M,L,L,L,L,,,,0.96,,,61.469,1623.0,46.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,12.0,4.092676386,2.0,,,,,,
0,,,,,,,,,,,1.0,0.547722558,0.5,,354.0,,,,
0,,,,,,,,,,,0.0,0.0,0.0,,,,,,
0,L,3100000.0,L,16.0,L,L,L,L,L,M,0.0,14.8492424,-10.5,0.31,,410.0,0.0,,36.0
1,M,4500000.0,L,5.0,L,L,L,L,L,L,,,,0.62,699.0,,1.683,1652.0,27.0
0,,,,,,,,,,,3.0,1.303840481,0.8,,352.0,2.0,,,
0,,,,,,,,,,,92.0,45.52197272,23.75,,,,,,
0,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,4.0,2.309401077,1.333333333,,-16.0,,,,
1,,,,,,,,,,,18.0,91.98007031,-38.5,,,,,,
0,,,,,,,,,,,3.0,,3.0,,,,,,
0,,,,,,,,,,,10.0,2.121320344,8.5,,,,,,
1,L,3800000.0,L,0.0,L,L,M1,L,S1,L,14.0,6.658328118,8.333333333,0.41,,79.0,0.077,1809.0,40.0
0,,,,,,,,,,,28.0,12.04574614,9.5,,,,,,
0,,,,,,,,,,,29.0,28.42923979,-2.310344828,,,0.0,,,
0,,,,,,,,,,,24.0,,24.0,,,0.0,,,
0,L,1490000.0,L,0.0,L,L,M,M,S,L,0.0,,0.0,0.12,,,0.04,1850.0,30.0
0,,,,,,,,,,,17.0,6.475227519,4.25,,,,,,
1,,,,,,,,,,,19.0,4.242640687,16.0,,706.0,,,,
0,,,,,,,,,,,,,,,-25.0,,,,
0,L,1043000.0,L,0.0,L,L,L,M,L,M1,,,,0.05,,4071.0,0.083,1852.0,35.0
0,,,,,,,,,,,,,,,,8.0,,,
1,L,1490000.0,L,24.0,L,L,M,M,M,L,,,,0.12,,,0.005,1102.0,31.0
0,,,,,,,,,,,38.0,59.25162395,-13.13043478,,,,,,
0,L,695000.0,L,0.0,L,L,M,M,,M1,,,,0.0,338.0,,0.033,1830.0,29.0
0,,,,,,,,,,,0.0,0.0,0.0,,,,,,
0,L,1770600.0,L,0.0,L,L,L,M1,L,L,,,,0.27,,,0.0,,40.0
0,L,2400000.0,L,63.0,L,L,M,L,M,,,,,0.28,,,0.0,-83.0,33.0
1,L,4000000.0,L,3.0,L,L,M,L,M,L,23.0,11.5,5.75,0.44,2533.0,24.0,5.885,1714.0,27.0
0,,,,,,,,,,,0.0,0.0,0.0,,,,,,
1,,,,,,,,,,,7.0,2.878491669,2.428571429,,349.0,,,,
0,,,,,,,,,,,0.0,,0.0,,,,,,
1,,,,,,,,,,,129.0,147.6550033,-50.0,,,,,,
0,,,,,,,,,,,2.0,0.894427191,0.6,,3987.0,7.0,,,
0,L,2669040.0,L,0.0,L,L,M,M1,M,S,,,,0.28,,32.0,40.688,1818.0,28.0
1,,,,,,,,,,,,,,,715.0,,,,
0,,,,,,,,,,,58.0,17.51316965,8.6,,347.0,,,,
0,,,,,,,,,,,21.0,5.656854249,17.0,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,L,4460000.0,L,17.0,L,L,S1,L,S1,L,13.0,4.823676725,3.125,0.6,1453.0,,7.667,1309.0,28.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,3.0,50.88713,-22.0,,,,,,
0,L,3000000.0,L,26.0,L,L,M1,L,S1,L,23.0,,23.0,0.3,,,0.0,1036.0,31.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,9.0,4.163331999,5.666666667,,,1017.0,,,
1,,,,,,,,,,,2.0,0.98319208,0.833333333,,,10.0,,,
1,,,,,,,,,,,5.0,0.707106781,4.5,,,78.0,,,
0,,,,,,,,,,,43.0,,43.0,,,,,,
0,L,1300000.0,L,36.0,M1,M,S1,S1,S1,L,,,,0.08,1815.0,,30.166,710.0,35.0
0,,,,,,,,,,,,,,,2543.0,,,,
0,,,,,,,,,,,0.0,,0.0,,,,,,
1,,,,,,,,,,,25.0,22.41241122,-2.235294118,,,,,,
0,,,,,,,,,,,0.0,88.38834765,-62.5,,,,,,
1,L,4480000.0,L,0.0,L,L,L,L,L,L,8.0,54.41813423,-27.33333333,0.6,,238.0,0.0,1810.0,27.0
0,L,2205000.0,L,3.0,L,L,M,L,S,L,62.0,88.5983446,-1.5,0.28,3278.0,0.0,0.0,,36.0
0,L,4725000.0,L,0.0,L,L,L,L,L,M1,13.0,,13.0,0.71,,,0.787,1799.0,25.0
0,,,,,,,,,,,13.0,9.192388155,6.5,,,,,,
1,,,,,,,,,,,26.0,11.17139204,9.4,,,,,,
0,,,,,,,,,,,75.0,113.137085,-5.0,,,0.0,,,
0,L,973000.0,L,36.0,L,L,M,M,M,L,17.0,7.416198487,8.5,0.03,,,0.737,740.0,25.0
1,,,,,,,,,,,100.0,,100.0,,,,,,
1,,,,,,,,,,,-34.0,,-34.0,,,363.0,,,
0,,,,,,,,,,,0.0,,0.0,,,,,,
1,,,,,,,,,,,,,,,-24.0,342.0,,,
0,,,,,,,,,,,13.0,,13.0,,,,,,
0,,,,,,,,,,,27.0,51.93746239,-13.0,,,0.0,,,
0,,,,,,,,,,,44.0,25.45584412,26.0,,,,,,
0,L,4310000.0,L,0.0,L,L,L,L,L,L,0.0,0.0,0.0,0.52,,0.0,5.635,1791.0,29.0
0,,,,,,,,,,,0.0,,0.0,,,,,,
0,L,1043000.0,L,24.0,L,L,L,M,L,M1,,,,0.05,3997.0,,0.003,1098.0,51.0
0,L,1490000.0,L,0.0,M,M,M,S,M,L,63.0,135.764502,-33.0,0.12,,0.0,0.0,,33.0
1,,,,,,,,,,,44.0,,44.0,,-16.0,,,,
0,,,,,,,,,,,1.0,0.707106781,0.5,,,,,,
0,L,4260000.0,L,2.0,L,M,L,L,L,M1,,,,0.49,3635.0,559.0,0.0,1766.0,30.0
1,,,,,,,,,,,0.0,,0.0,,,,,,
0,,,,,,,,,,,15.0,6.130524719,7.75,,,132.0,,,
1,L,3317000.0,L,3.0,L,L,L,L,L,L,18.0,7.602631123,5.4,0.33,,154.0,0.0,,29.0
1,,,,,,,,,,,7.0,3.535533906,4.5,,,,,,
1,L,1300000.0,L,0.0,M1,M,M,L,,L,,,,0.08,,,24.562,1821.0,29.0
0,,,,,,,,,,,197.0,143.273631,13.0,,,,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,14.0,6.395683068,4.714285714,,,,,,
0,L,1390000.0,L,0.0,L,L,M,M,S,L,0.0,0.0,0.0,0.08,,1374.0,56.708,1854.0,44.0
0,,,,,,,,,,,6.0,3.286335345,2.4,,,105.0,,,
0,,,,,,,,,,,31.0,52.11160185,-11.42857143,,,243.0,,,
0,,,,,,,,,,,7.0,,7.0,,1822.0,,,,
0,,,,,,,,,,,12.0,5.033222957,7.333333333,,3280.0,,,,
1,L,3769200.0,L,50.0,L,L,L,M1,L,L,4.0,2.828427125,2.0,0.39,-19.0,,21.699,301.0,34.0
0,,,,,,,,,,,0.0,0.0,0.0,,,,,,
0,,,,,,,,,,,,,,,1797.0,,,,
1,,,,,,,,,,,,,,,,,,,
0,L,1490000.0,L,0.0,L,L,L,M,L,L,3.0,,3.0,0.12,1444.0,,0.624,1851.0,30.0
1,,,,,,,,,,,-3.0,,-3.0,,,,,,
0,,,,,,,,,,,-104.0,,-104.0,,,0.0,,,
0,,,,,,,,,,,3.0,,3.0,,,,,,
0,,,,,,,,,,,81.0,21.56513262,6.142857143,,,,,,
1,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,0.0,,0.0,,,0.0,,,
0,,,,,,,,,,,4.0,2.309401077,1.333333333,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,31.0,,31.0,,,,,,
0,,,,,,,,,,,,,,,-19.0,,,,
0,,,,,,,,,,,2.0,71.8818475,-40.0,,,33.0,,,
0,,,,,,,,,,,4.0,2.309401077,1.333333333,,,5.0,,,
1,,,,,,,,,,,4.0,52.36835346,-16.0,,,,,,
0,,,,,,,,,,,12.0,44.99629614,-18.0,,,1.0,,,
1,,,,,,,,,,,,,,,,,,,
1,L,3571000.0,L,37.0,L,L,M,L,M,L,66.0,51.44220058,-2.5,0.35,,21.0,0.031,713.0,28.0
0,,,,,,,,,,,8.0,3.346640106,2.2,,,,,,
0,L,4559400.0,L,163.0,L,M,L,L,L,L,56.0,101.0325855,-13.25,0.62,,,11.845,-1453.0,42.0
1,,,,,,,,,,,0.0,,0.0,,,,,,
0,,,,,,,,,,,12.0,5.416025603,4.0,,729.0,,,,
0,L,1390000.0,L,29.0,M1,M,L,S,L,L,77.0,87.47952141,-13.0,0.08,,,0.0,947.0,27.0
0,,,,,,,,,,,17.0,6.595452979,6.5,,,0.0,,,
1,,,,,,,,,,,0.0,0.0,0.0,,,2870.0,,,
1,L,4475000.0,L,24.0,L,L,L,L,L,L,2.0,65.05382387,-44.0,0.6,,,2.665,1095.0,31.0
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,1459.0,,,,
1,,,,,,,,,,,6.0,,6.0,,,,,,
1,,,,,,,,,,,,,,,,3627.0,,,
1,,,,,,,,,,,,,,,,,,,
0,L,910000.0,L,12.0,L,L,M,M,M,L,3.0,7.010196655,,0.03,,0.0,26.49,1458.0,31.0
0,L,1390000.0,L,12.0,L,L,M,M,M,M1,33.0,11.49395977,7.888888889,0.08,,,10.644,1453.0,35.0
0,L,4000000.0,L,0.0,L,L,L,L,L,S,6.0,2.121320344,4.5,0.44,342.0,0.0,0.0,1821.0,31.0
0,,,,,,,,,,,59.0,116.6726189,-23.5,,,,,,
0,,,,,,,,,,,16.0,11.3137085,8.0,,,0.0,,,
0,,,,,,,,,,,2.0,1.154700538,0.666666667,,-27.0,,,,
0,,,,,,,,,,,,,,,352.0,286.0,,,
0,,,,,,,,,,,,,,,,,,,
0,L,910000.0,L,0.0,L,L,M1,M,S1,L,77.0,91.72949362,-17.6,0.03,,,29.658,1837.0,30.0
1,,,,,,,,,,,44.0,18.38477631,31.0,,,0.0,,,
0,,,,,,,,,,,22.0,26.63331247,-0.666666667,,,397.0,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,4.0,2.828427125,2.0,,1808.0,0.0,,,
0,,,,,,,,,,,0.0,,0.0,,,,,,
0,,,,,,,,,,,29.0,12.4686273,7.666666667,,1813.0,,,,
0,,,,,,,,,,,,,,,1075.0,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,9.0,4.358898944,3.5,,,158.0,,,
1,,,,,,,,,,,22.0,7.287737036,2.888888889,,,,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,4.0,54.03517373,-23.4,,,0.0,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,0.0,0.0,0.0,,,259.0,,,
0,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,46.0,20.94755356,14.4,,,,,,
0,L,834000.0,L,12.0,L,L,M,M,S,L,,,,0.01,,,0.0,1450.0,26.0
0,,,,,,,,,,,16.0,6.811754546,5.0,,,,,,
0,,,,,,,,,,,1.0,0.707106781,0.5,,,9.0,,,
0,,,,,,,,,,,0.0,7.778174593,-5.5,,702.0,0.0,,,
1,,,,,,,,,,,11.0,7.071067812,6.0,,,,,,
0,L,894000.0,L,0.0,L,L,M,M,S,L,,,,0.01,351.0,,0.026,1834.0,27.0
0,,,,,,,,,,,15.0,,15.0,,711.0,0.0,,,
0,,,,,,,,,,,,,,,-20.0,4.0,,,
0,,,,,,,,,,,26.0,,26.0,,,,,,
0,,,,,,,,,,,,,,,,3.0,,,
0,,,,,,,,,,,25.0,58.79058882,-20.66666667,,339.0,,,,
0,,,,,,,,,,,23.0,14.8492424,12.5,,,0.0,,,
0,L,4179000.0,L,0.0,L,L,L,L,L,S1,-29.0,,-29.0,0.48,1064.0,,0.0,1793.0,30.0
1,L,4800000.0,L,15.0,L,S1,L,L,L,L,4.0,1.378404875,1.5,0.74,,,1.903,1387.0,31.0
1,L,4258600.0,L,0.0,L,M,L,L,L,L,48.0,27.15388247,16.66666667,0.49,3643.0,267.0,0.0,1812.0,31.0
1,,,,,,,,,,,7.0,2.041241452,1.0,,,,,,
0,,,,,,,,,,,3.0,,3.0,,,0.0,,,
0,L,5629000.0,L,81.0,L,L,L,L,L,S,,,,0.84,,,0.942,-641.0,35.0
1,L,3124400.0,L,1.0,L,M,M1,L,S1,L,14.0,,14.0,0.31,1801.0,0.0,0.038,1775.0,31.0
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,52.0,19.11456687,18.16666667,,362.0,,,,
0,L,,L,0.0,L,L,L,L,L,S1,-38.0,69.29646456,-87.0,0.0,3638.0,,0.0,,31.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,5.0,59.77457654,-31.0,,,0.0,,,
0,,,,,,,,,,,0.0,6.92820323,-4.0,,,,,,
0,,,,,,,,,,,15.0,,15.0,,346.0,,,,
1,L,1390000.0,L,24.0,L,L,M,M,,L,,,,0.08,2893.0,,0.669,1094.0,32.0
0,L,3100860.0,L,17.0,L,L,M,L,S,S,50.0,10.95848161,3.37037037,0.31,2541.0,,1.942,1311.0,23.0
1,,,,,,,,,,,,,,,,2928.0,,,
0,,,,,,,,,,,,,,,726.0,,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,-56.0,66.46803743,-103.0,,,179.0,,,
0,L,973000.0,L,0.0,L,L,L,M,L,L,,,,0.03,,38.0,0.011,1852.0,56.0
1,,,,,,,,,,,,,,,,,,,
0,L,1490000.0,L,0.0,M1,M,L,S,L,M,,,,0.12,,,0.019,1799.0,26.0
0,,,,,,,,,,,1.0,,1.0,,-23.0,,,,
0,,,,,,,,,,,,,,,354.0,,,,
0,,,,,,,,,,,,,,,,115.0,,,
0,,,,,,,,,,,10.0,3.696845502,2.0,,,,,,
0,,,,,,,,,,,8.0,3.535533906,5.5,,-18.0,0.0,,,
1,,,,,,,,,,,,,,,,,,,
0,L,3963400.0,L,114.0,L,M,L,L,L,L,10.0,5.507570547,3.666666667,0.43,,491.0,0.003,,32.0
0,,,,,,,,,,,31.0,13.91641716,13.5,,,,,,
0,,,,,,,,,,,0.0,0.0,0.0,,1084.0,,,,
0,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,4.0,2.073644135,1.6,,,,,,
0,,,,,,,,,,,16.0,9.899494937,9.0,,,,,,
0,L,4450000.0,L,12.0,L,M,M,L,M,L,0.0,,0.0,0.6,700.0,,3.462,1464.0,22.0
1,L,10000000.0,L,0.0,L,L,L,L,L,L,0.0,97.57219549,-56.33333333,0.96,,,0.033,1817.0,30.0
1,,,,,,,,,,,,,,,,452.0,,,
0,,,,,,,,,,,,,,,338.0,6.0,,,
0,L,4600000.0,L,0.0,L,L,M,L,M,L,,,,0.69,2175.0,,0.0,1795.0,27.0
0,,,,,,,,,,,-140.0,,-140.0,,,88.0,,,
0,,,,,,,,,,,,,,,,19.0,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,0.0,0.0,0.0,,3286.0,300.0,,,
1,,,,,,,,,,,1.0,0.333333333,0.111111111,,,,,,
1,,,,,,,,,,,0.0,0.632455532,-0.2,,,0.0,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,3.0,,3.0,,-12.0,,,,
1,,,,,,,,,,,0.0,,0.0,,,,,,
1,,,,,,,,,,,0.0,0.0,0.0,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,27.0,24.64355504,-1.972972973,,,,,,
0,,,,,,,,,,,,,,,-9.0,,,,
1,,,,,,,,,,,24.0,8.411726509,4.571428571,,,,,,
0,,,,,,,,,,,,,,,709.0,,,,
1,,,,,,,,,,,,,,,,,,,
0,S1,4378000.0,L,98.0,L,M,L,L,L,L,,,,0.52,,,5.486,-1153.0,42.0
0,,,,,,,,,,,0.0,,0.0,,,,,,
0,L,1390000.0,L,12.0,L,L,L,M,L,L,,,,0.08,,,0.0,1487.0,44.0
0,,,,,,,,,,,35.0,9.005289451,3.666666667,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,1.0,0.577350269,0.333333333,,,,,,
0,,,,,,,,,,,24.0,90.38989619,-30.66666667,,,0.0,,,
0,,,,,,,,,,,,,,,337.0,,,,
0,,,,,,,,,,,9.0,4.041451884,4.333333333,,,,,,
0,L,894000.0,L,12.0,L,L,M1,M,S1,L,19.0,57.95429233,-15.2,0.01,1437.0,,0.017,1457.0,24.0
0,,,,,,,,,,,,,,,,,,,
0,L,3700000.0,L,1.0,L,L,M,L,M,L,21.0,8.5732141,3.5,0.39,705.0,330.0,10.492,1767.0,25.0
0,,,,,,,,,,,0.0,0.0,0.0,,,,,,
0,L,1390000.0,L,0.0,L,L,M,M,S,L,49.0,76.60287201,-17.0,0.08,,,0.0,1850.0,29.0
1,,,,,,,,,,,36.0,47.84349486,-11.0,,,,,,
0,L,6597000.0,L,248.0,L,L,L,L,L,L,-173.0,,-173.0,0.89,,,11.957,-1469.0,46.0
0,,,,,,,,,,,2.0,63.50524913,-30.75,,354.0,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,-10.0,,,,
1,,,,,,,,,,,12.0,,12.0,,,,,,
0,L,3777100.0,L,36.0,L,L,M,L,M,L,,,,0.39,709.0,,0.004,736.0,24.0
0,,,,,,,,,,,,,,,721.0,45.0,,,
1,L,2641000.0,L,0.0,L,L,L,L,L,M1,9.0,6.497551987,-0.272727273,0.28,344.0,,0.0,,29.0
0,L,2300000.0,L,0.0,L,L,M,L,,L,,,,0.28,,,0.0,,33.0
0,,,,,,,,,,,41.0,8.799928775,2.851851852,,,,,,
0,,,,,,,,,,,13.0,39.85348165,-12.4,,364.0,,,,
0,,,,,,,,,,,21.0,9.246621004,6.0,,,,,,
0,,,,,,,,,,,13.0,5.744562647,5.5,,,2.0,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,49.0,21.11397641,11.4,,360.0,,,,
0,,,,,,,,,,,,,,,,,,,
0,M,4572000.0,L,20.0,L,L,L,L,L,L,0.0,101.1162697,-71.5,0.62,1074.0,,0.0,1213.0,24.0
0,,,,,,,,,,,0.0,96.38118765,-72.66666667,,,,,,
1,M,4259000.0,L,8.0,L,L,L,L,L,S1,7.0,4.949747468,3.5,0.49,1440.0,,0.038,1343.0,23.0
0,,,,,,,,,,,-153.0,,-153.0,,340.0,,,,
1,,,,,,,,,,,,,,,,118.0,,,
0,,,,,,,,,,,120.0,,120.0,,352.0,,,,
1,,,,,,,,,,,0.0,,0.0,,,,,,
1,S1,3665400.0,L,113.0,L,M,M,L,M,L,,,,0.38,,,308.688,-1152.0,36.0
0,L,3100860.0,L,4.0,L,M,M1,L,S1,L,1.0,0.577350269,0.666666667,0.31,338.0,,0.001,1703.0,35.0
1,M,726000.0,L,22.0,L,L,M,M,,L,28.0,65.59725604,-23.0,0.0,3647.0,,0.0,1150.0,31.0
0,L,4475000.0,L,17.0,L,L,L,L,L,M1,2.0,0.577350269,1.333333333,0.6,708.0,95.0,2.954,1310.0,41.0
0,,,,,,,,,,,,,,,,,,,
0,L,4480000.0,L,0.0,L,L,L,L,L,M1,1.0,,1.0,0.6,1086.0,,16.397,1802.0,23.0
1,L,4012500.0,L,6.0,L,L,L,L,L,L,,,,0.44,2897.0,1340.0,0.0,1645.0,27.0
0,,,,,,,,,,,4.0,2.121320344,2.5,,,,,,
0,,,,,,,,,,,0.0,0.0,0.0,,,1597.0,,,
1,M,1210000.0,L,10.0,L,L,M,M,M,L,66.0,101.9554641,-26.25,0.08,,,0.0,1503.0,28.0
1,,,,,,,,,,,27.0,7.636451048,3.653846154,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,5.0,2.302172887,1.6,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,79.0,79.5411843,-14.0,,,1.0,,,
1,,,,,,,,,,,19.0,13.43502884,9.5,,,,,,
